Numéro,Addresse,"Code postal","Code commune",Commune,"Nombre de votant","Nombre de logements sociaux","Âge moyen","Nuance NUPES relatif au bureau de vote","Revenu moyen","abstention européennes relatif au bureau de vote","LFI européennes 2024 relatif au bureau de vote","LFI présidentielle 2022 relatif au bureau de vote",Score,Latitude,Longitude
14bis,"Rue de Stalingrad",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892498,2.199885
15,"Avenue de Rochegude",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890074,2.200483
15,"Avenue Louis Meunier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893278,2.199214
15,"Boulevard du Midi",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,11,48.88978,2.193408
15,"Rue de Stalingrad",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.892151,2.199161
15,"Rue des Amandiers",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889953,2.202913
15,"Rue Franklin",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893119,2.200823
15,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889706,2.199652
15bis,"Rue de Stalingrad",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892265,2.199152
16,"Avenue de Rochegude",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890283,2.200608
16,"Avenue Louis Meunier",92000,92050,Nanterre,6,7,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,29,48.892917,2.199318
16,"Boulevard du Levant",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.890816,2.20024
16,"Rue de Stalingrad",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892295,2.199647
16,"Rue des Venêts",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889996,2.202287
16,"Rue Franklin",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892565,2.200454
16,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.891959,2.200949
16,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889443,2.200445
16,"Rue Waldeck Rochet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.891166,2.200168
16bis,"Rue de Stalingrad",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892348,2.199532
17,"Avenue de Rochegude",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890153,2.200377
17,"Boulevard du Midi",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,11,48.889942,2.193318
17,"Rue de Stalingrad",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892333,2.199073
17,"Rue du Bas",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.888852,2.20261
17,"Rue Franklin",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893023,2.201112
17,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.892113,2.20047
17,"Rue Sadi Carnot",92000,92050,Nanterre,6,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,10,48.889742,2.199959
17ter,"Rue Sadi Carnot",92000,92050,Nanterre,5,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889661,2.200302
17bis,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.88972,2.20021
18,"Avenue Louis Meunier",92000,92050,Nanterre,6,8,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,33,48.893047,2.199503
18,"Boulevard du Levant",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.890909,2.200495
18,"Rue Franklin",92000,92050,Nanterre,5,4,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,14,48.892839,2.200944
18,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.892069,2.200948
19,"Avenue de Rochegude",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890186,2.200236
19,"Rue de Stalingrad",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892398,2.198948
19,"Rue du Bas",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,8,48.888759,2.202417
19,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.892186,2.200477
19bis,"Rue de Stalingrad",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,13,48.892449,2.198802
19ter,"Rue Sadi Carnot",92000,92050,Nanterre,3,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889523,2.201336
1bis,"Avenue de Rochegude",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889713,2.200983
2,"Avenue de Rochegude",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889604,2.201747
2,"Boulevard de Pesaro",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.897107,2.219435
2,"Rue des Venêts",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.890802,2.201177
2,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.891496,2.200416
2,"Rue Waldeck Rochet",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,15,48.890139,2.197396
2,"Villa Marthe",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,13,48.892785,2.198772
20,"Avenue Louis Meunier",92000,92050,Nanterre,12,14,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,38,48.89296,2.199746
20,"Boulevard du Levant",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.890964,2.200574
20,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889388,2.200887
20bis,"Rue Sadi Carnot",92000,92050,Nanterre,3,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889187,2.201185
20quater,"Rue Sadi Carnot",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889018,2.201682
21,"Avenue Louis Meunier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893416,2.199219
21,"Rue de Stalingrad",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,13,48.892508,2.198755
21,"Rue du Bas",92000,92050,Nanterre,9,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,16,48.888704,2.202096
21,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.892264,2.20061
21bis,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892429,2.200281
21bis,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889532,2.201867
22,"Avenue Louis Meunier",92000,92050,Nanterre,11,14,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,38,48.893102,2.199891
22,"Boulevard du Levant",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.89101,2.200622
22,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.89216,2.201022
22,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889268,2.201785
22bis,"Rue Sadi Carnot",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889348,2.201906
23,"Avenue Louis Meunier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893602,2.199187
23,"Rue du Bas",92000,92050,Nanterre,8,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,10,48.888819,2.201926
23,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892375,2.200687
23bis,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889448,2.202132
24,"Boulevard du Levant",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.891095,2.200623
24,"Rue des Venêts",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889625,2.203466
24bis,"Rue Sadi Carnot",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889161,2.202348
25,"Avenue Louis Meunier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893553,2.199475
25,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.89246,2.200699
25,"Rue Sadi Carnot",92000,92050,Nanterre,3,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889383,2.202552
26,"Boulevard de Pesaro",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.895103,2.225804
26,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.892169,2.201114
26,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889301,2.202277
26bis,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889176,2.202405
27,"Avenue de Rochegude",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.890487,2.199912
28,"Avenue Louis Meunier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893611,2.200083
28,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.892322,2.201175
28,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889224,2.202574
29,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889349,2.203134
3,"Boulevard du Midi",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,11,48.889454,2.194199
3,"Place Jean-Baptiste Plainchamp",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.891417,2.200438
3,"Rue de Stalingrad",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.89176,2.199738
3,"Rue des Amandiers",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.88971,2.202471
3,"Villa Marcelle",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890237,2.201106
3,"Villa Marthe",92000,92050,Nanterre,2,1,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,13,48.893017,2.198748
30,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892429,2.201162
31,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892642,2.200885
32,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892472,2.201233
34,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892517,2.201308
35,"Avenue Louis Meunier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893802,2.199674
36,"Avenue Louis Meunier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893801,2.20018
37,"Avenue Louis Meunier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893873,2.199753
37,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889231,2.203573
38,"Avenue Louis Meunier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893602,2.200808
38,"Rue Raymond Barbet",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.89276,2.201416
38bis,"Avenue Louis Meunier",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893859,2.200234
39,"Avenue Louis Meunier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893905,2.199786
39,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893063,2.20118
3bis,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,15,48.889763,2.19897
4,"Avenue de Rochegude",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889649,2.20162
4,"Boulevard de Pesaro",92000,92050,Nanterre,7,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.896961,2.220011
4,"Rue de la Côte",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889071,2.202839
4,"Rue des Amandiers",92000,92050,Nanterre,3,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889552,2.20263
4,"Rue des Venêts",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.890684,2.201396
4,"Rue Sadi Carnot",92000,92050,Nanterre,3,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,15,48.889626,2.198558
4,"Rue Waldeck Rochet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,15,48.890182,2.197498
4,"Villa Marcelle",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890098,2.201222
40,"Avenue Louis Meunier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893997,2.200427
41,"Avenue Louis Meunier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.894008,2.199859
41,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893112,2.201225
43,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893202,2.20125
46,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.892847,2.201557
47,"Avenue Louis Meunier",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,8,48.894115,2.200117
47,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893366,2.201345
48,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.892928,2.201539
4bis,"Rue des Venêts",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.890617,2.201678
5,"Avenue de Rochegude",92000,92050,Nanterre,4,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.88977,2.200908
5,"Boulevard du Midi",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,11,48.889514,2.194104
5,"Rue Franklin",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893403,2.200271
5,"Rue Raymond Barbet",92000,92050,Nanterre,4,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.891806,2.200188
50,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.893024,2.201575
51,"Rue Raymond Barbet",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893547,2.201428
52,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.892967,2.201942
54,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.893129,2.201716
56,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.893224,2.20177
6,"Avenue de Rochegude",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889712,2.20154
6,"Boulevard du Levant",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890312,2.199266
6,"Rue de la Côte",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.88899,2.202927
6,"Rue de Stalingrad",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.891808,2.199999
6,"Rue des Amandiers",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889631,2.202762
6,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,15,48.889595,2.198885
6,"Rue Waldeck Rochet",92000,92050,Nanterre,3,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,15,48.890219,2.197604
6,"Villa Marcelle",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890192,2.201388
66,"Rue Raymond Barbet",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.893237,2.20222
68,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.893045,2.202281
6bis,"Boulevard du Levant",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890382,2.199442
6bis,"Rue de Stalingrad",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.891818,2.199956
6bis,"Rue des Venêts",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890457,2.201913
7,"Avenue de Rochegude",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889864,2.200789
7,"Boulevard du Midi",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,11,48.889325,2.193855
7,"Rue des Amandiers",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889709,2.202212
7,"Rue Franklin",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893368,2.200254
7,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,15,48.889736,2.199184
7,"Villa Marcelle",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890392,2.201277
7,"Villa Marthe",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893242,2.198882
70,"Rue Raymond Barbet",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.8936,2.20207
72,"Rue Raymond Barbet",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,10,48.893659,2.202174
8,"Avenue de Rochegude",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889814,2.20145
8,"Boulevard du Levant",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890388,2.199653
8,"Rue des Amandiers",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.889647,2.202787
8,"Rue des Venêts",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890363,2.201933
8,"Rue Franklin",92000,92050,Nanterre,3,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893007,2.20037
8,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,15,48.889569,2.199144
8,"Rue Waldeck Rochet",92000,92050,Nanterre,7,10,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,38,48.890319,2.197849
8,"Villa Marcelle",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.890255,2.201482
8bis,"Rue des Venêts",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",39,21.95,35.11,10,48.89036,2.202019
9,"Avenue de Rochegude",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889938,2.200683
9,"Boulevard du Couchant",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.892122,2.191913
9,"Rue Franklin",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Revenu moyen",39,21.95,35.11,9,48.893274,2.200414
9,"Rue Sadi Carnot",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier aisé",39,21.95,35.11,9,48.889743,2.199339
1,"Résidence des Coquelicots",92000,92050,Nanterre,7,9,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,49,48.90781,2.220311
1,"Résidence des Iris",92000,92050,Nanterre,14,20,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,54,48.907469,2.21804
1,"Résidence des Jonquilles",92000,92050,Nanterre,14,20,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,54,48.907575,2.21691
1,"Résidence des Lilas",92000,92050,Nanterre,17,20,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,52,48.907485,2.219248
1,"Résidence des Pervenches",92000,92050,Nanterre,5,9,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,48,48.908427,2.221749
1,"Rue du 11 Novembre 1918",92000,92050,Nanterre,11,0,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,13,48.907657,2.215356
10,"Résidence des Coquelicots",92000,92050,Nanterre,7,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,42,48.908575,2.220658
10,"Résidence des Pervenches",92000,92050,Nanterre,5,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,50,48.909192,2.222135
10,"Rue des Venêts",92000,92050,Nanterre,2,0,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,13,48.890323,2.202082
10,"Rue Pascal",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier aisé",60,55.04,62.15,11,48.895243,2.199007
11,"Résidence des Coquelicots",92000,92050,Nanterre,6,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,42,48.908233,2.220135
11,"Résidence des Pervenches",92000,92050,Nanterre,4,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,50,48.908828,2.221612
12,"Résidence des Coquelicots",92000,92050,Nanterre,9,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,42,48.908721,2.220659
12,"Résidence des Pervenches",92000,92050,Nanterre,10,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,50,48.909316,2.222105
12,"Rue Georges Bizet",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,22,48.906823,2.221009
13,"Résidence des Coquelicots",92000,92050,Nanterre,9,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,42,48.908357,2.220134
13,"Résidence des Pervenches",92000,92050,Nanterre,2,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,49,48.908955,2.221615
14,"Rue Georges Bizet",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,22,48.90684,2.221117
15,"Résidence des Coquelicots",92000,92050,Nanterre,7,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,42,48.908491,2.220143
15,"Résidence des Pervenches",92000,92050,Nanterre,5,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,50,48.909106,2.221624
16,"Rue Pascal",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier aisé",60,55.04,62.15,11,48.895353,2.199697
17,"Résidence des Coquelicots",92000,92050,Nanterre,4,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,41,48.9086,2.220139
17,"Résidence des Pervenches",92000,92050,Nanterre,5,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,50,48.90925,2.221622
2,"Résidence des Coquelicots",92000,92050,Nanterre,5,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,50,48.908009,2.22067
2,"Résidence des Pervenches",92000,92050,Nanterre,9,10,0,"Très à gauche","Quartier plus populaire",60,55.04,62.15,50,48.908596,2.222129
