Numéro,Addresse,"Code postal","Code commune",Commune,"Nombre de votant","Nombre de logements sociaux","Âge moyen","Nuance NUPES relatif au bureau de vote","Revenu moyen","abstention européennes relatif au bureau de vote","LFI européennes 2024 relatif au bureau de vote","LFI présidentielle 2022 relatif au bureau de vote",Score,Latitude,Longitude
48,"Allée des Pouvins",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,9,48.887492,2.196115
48,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885979,2.191376
48,"Avenue du Maréchal Joffre",92000,92050,Nanterre,6,22,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,43,48.88492,2.194108
48,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885953,2.192946
48,"Rue Sainte-Geneviève",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,15,48.885458,2.195487
49,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.88594,2.191947
49,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885815,2.193411
49,"Rue du Bois",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885965,2.19022
5,"Villa Blanche",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,11,48.88704,2.190843
50,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.88589,2.191346
50,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885841,2.19293
51,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885905,2.191811
51,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885536,2.193713
51,"Rue du Bois",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885899,2.19017
52,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.88586,2.191298
52,"Avenue du Maréchal Joffre",92000,92050,Nanterre,17,30,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,43,48.884813,2.193766
52,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885735,2.192848
53,"Avenue Vladimir Ilitch Lénine",92000,92050,Nanterre,3,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,10,48.887889,2.191684
53,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885705,2.193217
53,"Rue du Bois",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885904,2.190021
53bis,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885655,2.191623
54,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885872,2.191128
54,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885687,2.192622
55,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885575,2.191555
55,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885577,2.193287
55,"Rue du Bois",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885777,2.189955
56,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885856,2.191018
56,"Rue Abdelmalek Sayad",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,9,48.887026,2.195527
56bis,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885678,2.191164
57,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885488,2.191448
57,"Rue du Bois",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.88573,2.189828
58,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885619,2.191079
59,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885405,2.191368
59,"Rue de la Croix",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885577,2.193002
59,"Rue du Bois",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885678,2.189758
6,"Avenue du Maréchal Joffre",92000,92050,Nanterre,11,27,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,41,48.886798,2.199408
6,"Boulevard National",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.884439,2.191983
6,"Rue Raymond Poincaré",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,10,48.887585,2.191814
61,"Avenue de Rueil",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885322,2.191282
62,"Allée des Pouvins",92000,92050,Nanterre,5,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,9,48.887399,2.195966
62,"Avenue de Rueil",92000,92050,Nanterre,2,35,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,38,48.885463,2.190904
62,"Rue de la Croix",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885335,2.192269
63,"Allée des Pouvins",92000,92050,Nanterre,4,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,9,48.887337,2.196052
63,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885257,2.191227
64,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885324,2.190849
65,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885184,2.191066
65,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885114,2.192445
66,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.885257,2.190764
66,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.884557,2.192889
67,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885081,2.192354
68,"Avenue de Rueil",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.8852,2.190734
68,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885212,2.191886
69,"Avenue de Rueil",92000,92050,Nanterre,9,16,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,38,48.885012,2.190905
69,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885022,2.192336
7,"Avenue Vladimir Ilitch Lénine",92000,92050,Nanterre,11,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,12,48.887273,2.198815
7,"Rue de la Croix",92000,92050,Nanterre,5,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,9,48.887806,2.195681
7,"Rue Raymond Poincaré",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,10,48.887411,2.191544
7,"Villa Blanche",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,11,48.88706,2.190759
71,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.884877,2.192298
72,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.884496,2.192751
72,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885027,2.191856
73,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.884886,2.192109
74,"Rue Alfred Dinin",92000,92050,Nanterre,1,9,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,36,48.886903,2.196673
74,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.884983,2.19182
75,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.884815,2.192017
76,"Allée des Pouvins",92000,92050,Nanterre,6,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,9,48.887309,2.195816
76,"Avenue du Maréchal Joffre",92000,92050,Nanterre,2,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.88442,2.192493
76,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.884946,2.191769
77,"Allée des Pouvins",92000,92050,Nanterre,10,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,10,48.887252,2.195904
77,"Rue de la Croix",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.884648,2.191849
7bis,"Villa Blanche",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,11,48.887167,2.190639
7ter,"Villa Blanche",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,11,48.887177,2.190532
8,"Boulevard National",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.884588,2.1917
8,"Rue Raymond Poincaré",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,10,48.887639,2.191711
8,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885216,2.192615
8,"Rue Sainte-Geneviève",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,10,48.886803,2.193221
8,"Villa Blanche",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,11,48.887324,2.190846
88,"Rue Alfred Dinin",92000,92050,Nanterre,4,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,9,48.88681,2.196526
8bis,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,9,48.886686,2.199118
8bis,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,14,48.885185,2.192754
9,"Rue du Bois",92000,92050,Nanterre,1,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,10,48.887452,2.192343
9,"Villa Blanche",92000,92050,Nanterre,7,0,0,"Mixte gauche/droite","Revenu moyen",43,30.7,41.27,12,48.887408,2.18987
92,"Allée des Pouvins",92000,92050,Nanterre,5,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,9,48.887223,2.19567
94,"Rue Abdelmalek Sayad",92000,92050,Nanterre,7,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,10,48.886588,2.195623
96,"Rue Abdelmalek Sayad",92000,92050,Nanterre,3,0,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,9,48.886525,2.195557
99,"Rue Alfred Dinin",92000,92050,Nanterre,32,43,0,"Mixte gauche/droite","Quartier plus populaire",43,30.7,41.27,40,48.886675,2.196509
1,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,11,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,39,48.886622,2.199922
1,"Rue Joseph Terneau",92000,92050,Nanterre,30,17,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,39,48.886076,2.198776
10,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884675,2.200585
10,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.886449,2.201083
100,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883117,2.196581
100,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.881659,2.196851
101,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882928,2.196947
101,"Rue des Suisses",92000,92050,Nanterre,2,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884106,2.196995
102,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883114,2.196457
102,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884207,2.196381
103,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882895,2.196846
103,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884068,2.196943
103bis,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884011,2.197005
104,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884159,2.196357
104,"Rue des Vignes",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.88461,2.196629
105,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.88293,2.196646
105,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884043,2.196748
106,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.88306,2.196318
106,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884102,2.196253
106,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.881574,2.196681
107,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882858,2.196615
107,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883936,2.196709
108,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883023,2.196277
108,"Rue des Suisses",92000,92050,Nanterre,7,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884078,2.196082
108,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.881357,2.196919
109,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883948,2.196531
11,"Avenue du Maréchal Joffre",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.88627,2.199105
11,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.886405,2.200818
110,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.882998,2.19623
111,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882835,2.196456
111,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883877,2.196408
112,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.882979,2.196178
112,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884012,2.195962
113,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882817,2.196363
113,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883694,2.196476
114,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882939,2.196101
114,"Rue des Suisses",92000,92050,Nanterre,4,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884057,2.195719
114,"Rue des Vignes",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884523,2.196736
117,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882718,2.19624
117,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883749,2.196106
12,"Rue de Saint-Cloud",92000,92050,Nanterre,13,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,12,48.886067,2.20072
12,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884586,2.200494
12,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.886358,2.201161
120,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883792,2.195434
121,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.88267,2.196142
121,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883675,2.195972
123,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882523,2.196218
124,"Rue des Vignes",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884456,2.196837
125,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882599,2.195972
125,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883636,2.195769
127,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.88252,2.195891
128,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883598,2.195074
129,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882463,2.195815
129,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883409,2.195588
13,"Impasse des Pommiers",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884759,2.196495
13,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.886332,2.200994
130,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882726,2.195503
130,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883621,2.194837
131,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883455,2.195408
132bis,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882806,2.195196
133,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882286,2.195898
133,"Rue des Vignes",92000,92050,Nanterre,10,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,11,48.884543,2.197208
134,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882533,2.195337
135,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.88222,2.196032
135,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883382,2.195346
137,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882028,2.19616
137,"Rue des Vignes",92000,92050,Nanterre,6,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884522,2.197235
139,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882335,2.195524
139,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883304,2.195185
14,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884567,2.200445
14,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.883042,2.200318
14,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.886276,2.201297
140,"Rue des Suisses",92000,92050,Nanterre,3,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.883369,2.194356
141,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.882272,2.195465
145,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883243,2.195012
147,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883208,2.194907
149,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.883129,2.194864
15,"Rue de Saint-Cloud",92000,92050,Nanterre,2,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.886235,2.200924
15,"Rue Joseph Terneau",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.88569,2.199299
151,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.882925,2.195017
154,"Rue des Suisses",92000,92050,Nanterre,4,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.883245,2.193893
16,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882998,2.200233
16,"Rue Paul Vaillant-Couturier",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.886213,2.20138
165,"Rue des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.883008,2.194046
16bis,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.883152,2.200021
17,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.886152,2.201131
17,"Rue Joseph Terneau",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.885574,2.199422
174,"Rue des Vignes",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884161,2.197332
18,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.883139,2.199782
19,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.886076,2.201023
19,"Rue Joseph Terneau",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.88553,2.199458
2,"Passage des Suisses",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.884963,2.199693
20,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884496,2.200181
205,"Rue des Vignes",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883939,2.197735
22,"Rue des Ombraies",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.88445,2.200086
22,"Rue du Docteur Charcot",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.882877,2.199906
22,"Rue Saint-Maurice",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884293,2.194004
220,"Rue des Vignes",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883764,2.197567
23,"Impasse des Pommiers",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,10,48.884701,2.196349
23,"Rue de Saint-Cloud",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier plus populaire",44,19.52,30.12,11,48.885976,2.201047
23,"Rue Saint-Maurice",92000,92050,Nanterre,11,13,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,38,48.884414,2.194192
231,"Rue des Vignes",92000,92050,Nanterre,1,0,0,"Plutôt à droite","Quartier aisé",44,19.52,30.12,8,48.883797,2.197877
23bis,"Rue Saint-Maurice",92000,92050,Nanterre,3,0,0,"Plutôt à droite","Revenu moyen",44,19.52,30.12,9,48.884494,2.194433
